DTWD2	0.0046810363 0.00086651917 0.0032759074 0.0047926307 -0.0046529076 0.0033102033 0.004847479 -0.002289592 -0.0017620639 -0.0006589737 -0.0030863397 0.0029254328 -0.0043917075 0.0013768735 -0.000586201 0.0005853947 0.0034885416 0.0038233516 -0.003122576 -0.0034657368 -0.0025140387 -0.00025275792 -0.00032429214 -0.00016319861 -0.0038145268 0.0022753961 -0.0025680321 -0.00039211527 -0.00036651353 -0.0034266044 0.0026242698 -0.00040017898 -0.0043489938 0.004363134 -0.0037643448 0.00059053075 0.00012208776 -0.003371355 0.0022675064 0.0026155654 -0.0030195531 -0.0017803893 0.0014102177 0.001854297 0.00080001605 0.0019976092 0.0049045077 8.300902e-05 -0.0024734135 0.0012476 0.0032405644 -0.00023665358 0.0009436137 -0.0017609309 0.0019368649 -0.004662857 -0.0041324124 -0.00021916996 -0.00152406 -0.004374602 0.003819483 -0.0011422401 0.0011510222 -0.00011762133 -0.0036826767 -0.001228594 0.0044558328 -0.002799306 0.0030507979 0.0036359853 0.0029263003 0.004606963 -0.0031120505 0.0017231373 -0.0036279454 -0.0012992109 -0.002857699 0.0010317131 -0.0017986133 -0.0005860316 -0.003104368 0.0018355934 -0.0015409926 0.0011055553 0.00284372 -0.0038600166 0.0024862138 -0.0027073764 0.00046877327 0.001966506 -0.0037981546 0.000818576 0.004950086 0.001323299 0.0015581187 0.00091017655 0.0044255457 0.004742814 -0.0025675474 0.0018021845 
PSMA6	0.0032238644 0.00089634926 -0.000100218844 0.00454586 0.001415946 0.0007992528 0.0019325851 -0.004958622 0.0012595818 0.002871148 -0.0012109937 0.0013411843 0.001918874 -0.00077623944 0.0020383152 0.0017809217 -0.004643104 0.0032442252 0.0020409806 0.002440394 -0.00020616996 -0.003915151 -0.0021889284 -0.0032519165 0.0010159618 0.0029899315 -0.0037715808 -0.0009921069 0.0037274319 0.004047248 -0.00336378 0.00036663428 -0.0013491254 -0.0017650871 -0.0024990856 -0.004734834 0.0020248315 -0.002570676 5.3954212e-05 -0.0038824144 -0.0045796135 -0.0027383189 -0.00455645 0.0031934122 0.0022245515 -0.0017391068 0.0019301249 0.0027032613 0.0042611924 0.003948823 0.00031211332 -0.0009943782 -0.0008374682 0.002919852 -0.00075079506 0.0011203717 -0.0018190837 -0.0034314282 -0.0012990654 -0.0008957256 0.004966434 0.003896456 0.004586075 0.003347434 -0.0041509066 -0.0011846676 -0.004120253 -0.0031190356 -0.00095658656 0.0041341325 0.0002822271 -0.0014875047 -0.0027850196 0.00404654 0.0029598349 -0.001457835 0.0009898448 -0.0033401602 0.00045381882 -0.0023150505 0.00087152136 -0.0019260921 -0.0026449312 0.001700299 -0.002200829 -0.0032280157 0.0021725514 -0.0019693333 -0.0006592045 -0.0026891942 0.0019613546 -0.0024200794 -0.0029628254 -0.0023291698 0.00315487 0.002930292 0.0037324 0.0009102778 0.002090354 -0.0044909804 
GUCY2D	0.0022859233 0.004107559 0.0040812474 -0.004199921 0.0016008386 0.004243199 -0.003821913 0.002638568 0.0009150553 0.001072548 -0.00046811625 -0.0035643736 -0.0022688392 0.00050624274 0.004237658 0.00303805 0.0007699837 0.0046064476 0.0013006238 0.002799945 -0.004527392 -0.0026133636 -0.004975551 0.003015575 -0.0021585901 0.0033226074 0.0038191641 -0.0014887062 0.002551407 -0.0030699344 0.0036121723 0.00078972086 -0.0043700263 -0.0042404337 0.0030324443 -0.0036188292 0.00094289274 0.0013958778 0.0041111936 0.004325814 0.00047317002 0.0031847034 0.0022964317 -0.0014391862 -0.00016530015 0.002473322 0.0025222984 -0.002358634 -0.003504486 0.003418825 -0.0047194385 -0.0008068354 0.00043832933 0.004287937 0.0020766635 0.00056557806 -0.0020109406 -0.00038085057 0.0018548132 -0.0021432398 -0.0007169213 0.00023476966 -0.00082917704 5.8871625e-05 0.0003667865 -0.00025720237 -0.0042602876 0.002227796 0.003680454 -0.0016601206 -0.0043247878 -0.0043727364 0.0011961253 -0.0007503962 -0.004257934 -0.0017534167 0.0034432816 0.004708285 0.003446155 0.00201548 0.0002466396 9.823322e-05 -0.0021720065 -1.5525997e-05 -0.0030955737 0.003995207 0.002766036 -0.0015687612 -0.00256749 -0.0005805991 -0.004913983 -0.0028193803 -0.001685809 -0.0026032496 -0.0017556697 0.0027370774 0.0043658586 0.0022530097 0.000105507665 -0.0033688587 
GPR143	-0.0045583714 -0.0011970539 -0.0033421924 0.00031097434 -0.0022957134 0.0034660755 0.0044444087 0.0008427657 -0.00327409 0.0038982334 0.004255344 -0.00440817 -0.0016108718 0.0011093749 -0.004227449 0.0015559028 -0.001998579 0.0028680146 -0.00087184564 -0.00024009857 0.00015909843 -0.0018546504 -0.0021030807 -0.0023418497 -0.003158905 -0.0010755087 0.0029618444 -0.0036966898 0.00493503 -0.0042344313 0.004373395 0.004289225 -0.0038299542 0.0029763067 -0.0011952806 -0.0022630675 -0.0049512936 0.0024147131 0.0021805982 -0.0028028404 -0.0020223078 -0.0047213207 -0.0039538145 0.0012448421 0.0038796645 0.0047175223 0.0021267252 -0.0024187444 -0.0023917824 0.000592536 -0.00107692 0.001259928 0.0026956694 0.0019788821 -0.0043025287 -0.0019979258 9.991611e-05 -0.0015624748 0.0034322375 -0.0043537277 0.0018472946 -0.00069081964 -0.0039164 -0.0007812666 0.0029789258 -0.0043063574 0.0009491026 -0.00079018355 0.0044677667 -0.0033006717 -0.0006232398 -0.0025732901 0.0015244414 -0.0041780816 -0.0028869633 -0.0032922532 0.0006859245 0.0049340795 0.00067789416 -0.0005261875 0.0007536205 0.00033961894 -0.00286357 -0.00069838105 -0.00058841845 0.0046473546 -0.0017911686 -0.00053957873 -0.0021844395 -0.0025191861 -0.0013403737 -0.0010080467 0.0010931451 -0.001445277 0.0007281468 -0.00072939816 -0.0009919648 0.0010194699 0.0027161834 0.00073638174 
CCAR2	0.0029985034 -0.0035696132 0.0033368303 -0.00023408365 0.0016221208 -0.001682433 -0.0031138023 2.4509724e-05 -0.0047986195 -0.0017612395 -0.0037587457 -0.0026638415 -3.616441e-05 -0.0009848834 5.598223e-06 -0.0033496763 -0.0035016185 0.004801784 -0.0004866624 -0.004411371 -0.0014487084 0.0020974264 -0.004680853 -0.00068259134 0.0013414598 -0.0030941106 0.002028075 0.000644528 -0.003467567 -0.0037789098 0.0044308733 -0.0017623623 -0.00086190895 -0.0024036912 0.0038654949 -0.003063266 0.0011771437 -0.003818145 -0.00050632964 -0.0012915492 0.0032212369 0.0020459646 0.0012160692 0.001586601 0.000107805994 -2.451295e-05 0.0018969334 0.0017818472 0.0031281011 -0.0009800431 0.0015181366 0.0033803866 -0.0012560178 -0.004887159 -0.003039912 0.0034078967 0.0019410712 0.0042011444 0.0045874403 -0.00094832823 0.0047177197 0.00015225906 0.0029734126 0.0017265888 -0.0019349327 -0.0037588065 0.0020867484 -0.003989229 0.0016895896 -0.0013750902 -0.003695842 -0.0012189395 0.004289737 -0.003730062 0.00470996 0.001286415 0.0019200029 0.004990121 -0.0037487436 0.0019207501 -0.0012879075 -0.0031468729 -0.0024456086 0.001217292 -0.0030413272 -0.0005058262 -0.002397126 -0.003142677 -0.002331726 0.002894561 0.002651172 -0.0046423464 -0.0002309887 0.0027770037 -0.0046667065 0.0013353914 0.001788403 0.0006288213 -0.0005787999 -0.0011506138 
GPR65	-0.00025208356 -0.0031995527 0.0043152794 0.003326653 0.0044464665 -0.0047165626 0.00192277 0.00294477 0.0019746905 0.0038367964 -0.0018030382 0.003366842 -0.0011115393 0.00277001 0.0034712756 -0.0013760476 -0.00067589484 -0.00058290624 -0.003918698 -0.0034286217 0.002218768 -0.0010779649 0.003180846 -0.0037810174 0.0010668971 -0.004860484 -0.00053264643 -0.0048678443 0.0016927483 0.0020783786 0.0036284167 0.0032144918 -0.0036434957 0.0033099663 -0.0040416755 0.00052558945 -0.0025956566 -0.0038167106 -0.0044947737 -0.00062093354 -0.00406595 0.0033059705 -0.0048602857 0.0037453938 -0.0014551667 0.003450945 0.0025326232 0.0049012196 0.0024643028 0.0016425234 -0.0044315537 -0.0023299996 -0.0021670933 0.0045720316 -0.00041503427 -0.0010410905 0.0015476414 0.0015348183 -0.002551349 0.00211876 0.0009873101 -0.0023341503 -0.00444842 0.00041974615 -0.00066067016 -0.00037274382 -0.0033599949 0.0009139738 -0.0031070942 0.00096732256 0.0034431384 -0.0016139388 -0.004375101 0.0033188604 0.004841747 0.0044013294 0.0036944773 0.0043840054 0.0009559339 0.0033349746 0.0013980442 -0.00049066363 0.0028173726 -0.004393718 0.0023813965 0.0026015404 -0.0004524957 -0.0019125566 0.00016645803 0.0034884717 0.0025554253 0.002946532 0.0027208282 -0.0021344249 0.0028711215 -0.0012282847 -0.002521497 0.00068447547 -0.003586998 0.0030564216 
PDSS1	-0.00095005985 -0.003972401 0.0025359385 0.0005299012 -0.0048734266 0.0011349772 -0.0043719774 0.0016815531 -0.004264128 -0.0016413508 -0.0007120513 0.00082336646 -0.0025348822 -0.0026840137 0.003257804 0.0010219496 0.0034337847 0.00141531 -0.0040463363 0.0025191477 0.0028777146 0.0026603998 0.00083928916 -0.002805445 0.004265665 0.004206273 0.004636521 0.00013223689 -0.0029185596 0.004409961 -0.002499827 0.0014136006 0.0041776146 -0.00092107017 -0.0020371596 -0.00085170515 0.004758674 0.0007779415 -0.004435762 -0.0010634912 -0.0004745163 2.756925e-05 -0.0001940509 -0.0030032312 0.0008918795 0.0035936597 -0.0049488135 0.0026482202 -0.0042510526 0.004868833 -0.0013375324 0.0015537224 0.003994352 0.00054072647 -0.002032193 0.0010102117 0.0015891944 0.004810091 -0.0021584386 0.0027795003 -0.0015087851 -0.00037186546 -0.0036199922 0.0017887779 0.0015494106 0.0027430675 0.004688824 -0.004553243 0.0038641698 -0.0045126975 -0.004983788 -0.0021423278 0.00072562706 0.0021291762 -0.0014757469 0.004873937 0.004340888 0.0026115836 -0.0027578531 -0.00016626701 0.0015520491 0.0047930237 0.0045173406 -0.00040596048 -0.0014852701 0.0011991517 0.0035145986 -0.0011515076 -0.0023541246 0.004096777 -0.0033779691 0.0020805572 -0.003399392 0.0015828211 0.0047385516 3.171377e-05 0.00060104276 -0.0009162423 0.0027334765 0.004810324 
CSNK1G1	-0.00083081756 -0.0017934864 -0.0023528084 0.004934213 0.0030239376 0.0010460301 -0.0026388739 -0.00016012615 -0.0043148883 -0.0003484417 0.00026958607 -0.003280041 -0.0018271292 0.004930205 -0.003714162 0.0031272336 0.0021391592 -0.0037603844 -0.0031986607 0.002122456 -0.004658821 -0.0028422324 0.00045997303 0.0036966805 -0.003538021 -0.0031322422 -0.00028793231 0.001859849 0.0034410427 -0.0030528097 -0.00079573056 0.00088991364 0.0019369884 0.00069306034 0.0043081488 0.0030874715 -0.0022132767 0.0026645078 -7.376729e-05 -0.0038079794 -0.00025236534 0.0015210231 -0.0019425101 -0.0021219377 -0.0013468643 -0.0026488246 0.00308662 -0.0035309566 -0.0013270599 -0.0033824178 -0.0036489356 -0.004733006 -0.0029467323 -0.0009092021 0.0011793561 0.0026328787 0.0048944564 -0.0016429406 0.0025160243 0.002574695 0.0018379882 0.002580051 0.0032299878 -0.004576063 0.0047585987 0.0018809206 -0.0025896982 0.002528751 0.0013794595 -0.0030808616 -0.0042203357 -0.0008658912 -0.0028174496 0.0037593928 0.004936632 0.0035244548 0.00028597403 -0.00081672886 -0.004937585 -0.001444742 -0.0045562014 0.0048982785 0.0043627294 -0.00079547777 -0.0049515497 0.0009724539 0.0020227237 -0.0033795647 0.0038957829 -0.0035968525 -0.003033466 0.0020371964 0.003011213 -0.002447862 -0.0010808377 -0.00078307284 0.0042136735 0.0045195236 -0.0002699431 0.0012888389 
FGF6	-0.0027745506 -0.0002062051 -0.0007287685 -0.0041117407 0.0003159067 0.002516663 0.0025308884 -0.0011892546 0.0012712859 -0.003679022 -0.0038178246 -0.002093483 0.0031644194 -0.0007280471 -0.0036252774 0.0048166523 -0.0007878422 0.0019444141 -0.0018556863 0.00020576255 0.0014127609 0.0038841537 0.0014920724 -0.0017994444 0.0049836533 0.002890553 -0.00046559612 -0.004472383 -0.000304746 0.0035454493 -0.0026589236 0.0031281484 0.0013829538 -0.0036324447 -0.0044829827 -0.0015305014 0.0028948258 -0.0033314112 0.0016338924 0.0034271013 0.0045476514 -0.001361838 -0.0002128133 -0.0006319789 0.002448897 -0.0023855323 0.0014869489 -0.00044764054 -0.0019825946 0.0041616973 -0.0024973855 -0.0012472543 -0.00092007726 0.0015190202 -0.0020054064 -0.0049548317 -0.0039117695 -0.0045339107 -0.0018565439 0.00016610035 -0.0046196007 -0.0011525261 0.0011076962 0.0030234142 -0.0002698227 0.0020826291 -0.0015796934 -0.0015649276 -0.0021677034 0.0031698793 -0.0035695515 -0.00022126328 -0.002095528 0.004436669 -0.0016302163 -0.00019618172 6.534447e-06 -0.0005236719 -0.0018146947 -0.0029221242 -0.001365571 0.0014202739 -0.0015045622 0.003693105 -0.0013893344 0.00092563016 0.0015027702 -0.00088958745 -0.0005941477 0.003423119 0.0010343293 0.0015495175 0.004461586 0.002539994 0.001463935 -0.00029914075 -0.0020217034 -0.0012678864 0.0024298169 -0.0005006687 
GFI1B	-0.0011861213 0.0027657235 -0.00046082525 0.003250877 -0.004966171 0.0022294887 -0.0026812996 0.0029400643 -0.0021175307 0.0020260043 -0.0014901648 -0.004807623 0.00461111 -0.004999203 -0.0042262943 -5.8642163e-05 0.0025356833 -0.00089200726 0.0028836706 -0.0028700063 0.0023919248 -0.0016073035 -0.0036810979 -0.00073729415 -0.004049878 0.0040248213 -0.0044062887 -0.0027226687 0.004584601 0.004877753 0.00488791 -0.00049215794 -0.002416125 -0.0047429954 0.0011434661 -0.0046697687 0.004725526 -0.0046880236 -0.0036618682 0.0044145514 0.00081608933 0.0036490709 0.0033417938 0.0007625971 -0.0025388591 0.00027211822 0.004184431 -0.0038978315 0.004448121 0.004695218 0.0035137397 0.0035155823 -0.0030572189 -0.0010595935 -0.0045308857 0.0009614418 -0.0037675237 -0.0038106507 -0.0021023555 0.0010254444 -0.004418121 -0.0032079406 0.00454827 0.003901924 0.0022902428 -0.00036475153 0.0009246097 0.00050095486 -0.0021909892 -0.0008514763 -0.000818793 -0.004738676 -0.004123663 0.0039970516 -0.0040059444 0.004668673 0.002933503 0.0022041735 -0.0035269472 0.003393672 -0.00025465278 -0.0037776486 -0.0031948844 -0.0028815863 -0.0014808231 -0.004814277 -0.0036094168 0.001303261 -0.0009410089 -0.002583441 0.004746532 -0.00037176147 0.0011468985 0.00067256525 -0.0019023325 0.0042172805 0.0028529116 -0.0037915655 -0.0021053862 -0.0005092676 
